,mean_abs_shap
Price_gas,0.025926389
Imbalance netting import,0.008956863
Imbalance netting export,0.006836994
Energy_positive_secondary,0.0
Energy_negative_secondary,0.0
Energy_positive_tertiary,0.60812825
Energy_negative_tertiary,0.017513722
CH_dayahead_price,0.19826357
CH_intraday_price,0.007522301
renewable_energy,0.032438073
Cross_border_physical_flows_IT_CH,0.0
Cross_border_physical_flows_CH_IT,0.0
Cross_border_physical_flows_FR_CH,0.0
Cross_border_physical_flows_CH_FR,0.0
Cross_border_physical_flows_AT_CH,0.0
Cross_border_physical_flows_CH_AT,0.0065349517
Cross_border_physical_flows_DE_CH,0.013039711
Cross_border_physical_flows_CH_DE,0.08760929
Forecast_transfer_capacities_dayahead_IT_CH,0.0
Forecast_transfer_capacities_dayahead_CH_IT,0.0
Forecast_transfer_capacities_dayahead_FR_CH,0.0
Forecast_transfer_capacities_dayahead_CH_FR,0.0
Forecast_transfer_capacities_dayahead_DE_CH,0.0
Forecast_transfer_capacities_dayahead_CH_DE,0.0
Forecast_transfer_capacities_dayahead_AT_CH,0.0
Forecast_transfer_capacities_dayahead_CH_AT,0.0
aFRR p,0.0
aFRR n,0.0
mFRR p,0.0
mFRR n,0.0
FRCE p,0.0
FRCE n,0.0
RR p,0.0
RR n,0.0
Total System Imbalance,0.0
Exchange_CH_AT,0.0
Exchange_AT_CH,0.0
Exchange_CH_DE,0.011768366
Exchange_DE_CH,0.0
Exchange_CH_FR,0.34528828
Exchange_FR_CH,0.07206194
Exchange_CH_IT,0.038474172
Exchange_IT_CH,0.0127395475
day_type,0.0
Price_positive_secondary_lag1,0.047064003
Price_negative_secondary_lag1,0.06382529
Price_positive_tertiary_lag1,0.36658424
Price_negative_tertiary_lag1,0.064996615
Price_gas_lag1,0.0
Imbalance netting import_lag1,0.03137272
Imbalance netting export_lag1,0.0
Energy_positive_secondary_lag1,0.03678481
Energy_negative_secondary_lag1,0.0
Energy_positive_tertiary_lag1,0.03598936
Energy_negative_tertiary_lag1,0.0
CH_dayahead_price_lag1,0.0
CH_intraday_price_lag1,0.13484967
renewable_energy_lag1,0.0
Cross_border_physical_flows_IT_CH_lag1,0.0
Cross_border_physical_flows_CH_IT_lag1,0.004738632
Cross_border_physical_flows_FR_CH_lag1,0.0
Cross_border_physical_flows_CH_FR_lag1,0.0
Cross_border_physical_flows_AT_CH_lag1,0.05170872
Cross_border_physical_flows_CH_AT_lag1,0.0
Cross_border_physical_flows_DE_CH_lag1,0.0
Cross_border_physical_flows_CH_DE_lag1,0.21476005
Forecast_transfer_capacities_dayahead_IT_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_IT_lag1,0.004417078
Forecast_transfer_capacities_dayahead_FR_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_FR_lag1,0.0
Forecast_transfer_capacities_dayahead_DE_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_DE_lag1,0.0
Forecast_transfer_capacities_dayahead_AT_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_AT_lag1,0.0
aFRR p_lag1,0.01677299
aFRR n_lag1,0.0
mFRR p_lag1,0.0
mFRR n_lag1,0.0
FRCE p_lag1,0.03556337
FRCE n_lag1,0.0
RR p_lag1,0.0
RR n_lag1,0.0
Total System Imbalance_lag1,0.050098103
Exchange_CH_AT_lag1,0.026858743
Exchange_AT_CH_lag1,0.008314581
Exchange_CH_DE_lag1,0.0
Exchange_DE_CH_lag1,0.0
Exchange_CH_FR_lag1,0.0
Exchange_FR_CH_lag1,0.021045173
Exchange_CH_IT_lag1,0.15670714
Exchange_IT_CH_lag1,0.0
day_type_lag1,0.0
